"Numero","Ano","Modalidade","Objeto","Data de Abertura"
"042","2025","Dispensa","Contratação de empresa especializada no fornecimento de livros de literatura, jogos pedagógicos literários e tapete emborrachado e demais equipamentos que serviram para compor o cantinho de leitura para manutenção da rede municipal de ensino do município de José Gonçalves de Minas/MG.","2025-05-28"
"041","2025","Pregão Eletrônico","Registro de Preços para aquisição de combustível Gasolina Comum, Diesel S10 nas proximidades da cidade de Curvelo/MG, a fim de atender às necessidades de reabastecimento da frota municipal de José Gonçalves de Minas – MG.","2025-06-05"
"040","2025","Credenciamento","Credenciamento de empresa especializada em serviços de hospedagem e alimentação para manutenção das diversas secretarias do município de José Gonçalves de Minas/MG, conforme especificações constantes no Termo de Referência Anexo I deste Edital.","2025-05-26"
"039","2025","Dispensa","Contratação de empresa especializada para a execução de serviços de manutenção, reparos e ampliação do Centro de Educação Rosarinha Costa, localizada no município de José Gonçalves de Minas/MG, em atendimento a Secretaria Municipal de Educação.","2025-05-15"
"038","2025","Pregão Eletrônico","Registro de preço para futura e eventual aquisição de gás liquefeito de petróleo – glp e botijões para manutenção dos serviços municipais.","2025-06-02"
"037","2025","Adesão à Ata","Adesão à Ata de Registro de Preços nº 025/2025 - Processo Administrativo nº 024/2025 - do Pregão Eletrônico nº 14/2025 (REGISTRO DE PREÇO PARA FUTURA E EVENTUAL AQUISIÇÃO DE VEÍCULOS DA LINHA LEVE, AFIM DE ATENDER AS NECESSIDADES DOS ENTES CONSORCIADOS AO CIMINAS) – de acordo com as Resoluções 9.552 e 9.798 em atendimento à Secretaria de Saúde de José Gonçalves de Minas/MG.","2025-04-16"
"036","2025","Pregão Eletrônico","Registro de preço para futura e eventual aquisição de peças/componentes e serviços para veículos leves, roçadeira lateral e motosserra de diversas marcas em atendimento as secretarias e setores da administração pública municipal de José Gonçalves de Minas/MG.","2025-04-16"
"035","2025","Pregão Eletrônico","Registro de Preços para futura e eventual aquisição de equipamentos e materiais permanentes para manutenção dos estabelecimentos de saúde (unidades básicas e postos de saúde) nos termos da RESOLUÇÃO 8095/2022 em atendimento ao Município de José Gonçalves de Minas – MG.","2025-05-22"
"034","2025","Chamada Pública","Locação de imóvel destinado ao funcionamento do Serviço da Equipe Multidisciplinar e Grupo Operacional da Atenção Primária na Comunidade de Ijicatu, visando atender às necessidades da Secretaria Municipal de Saúde, município de José Gonçalves de Minas-MG.","2025-04-25"
"033","2025","Pregão Eletrônico","Registro de preço para futura e eventual aquisição de material de higiene, limpeza, copa/cozinha e descartável destinados a suprir às necessidades das secretarias e órgãos públicos pertencentes ao município de José Gonçalves de Minas-MG.","2025-04-25"
"032","2025","Contratatação direta","Contratação de empresa especializada em fornecimento de gêneros alimenticios, visando a aquisição de cestas de alimentos, voltado para atendimento da portaria nº 522/2025, para distribuição as famílias atingidas por situações de emergência nos termos do decreto municipal","2025-04-15"
"031","2025","Credenciamento","Credenciamento de pessoa jurídica ou pessoa física para prestação de serviços médicos, plantonistas e especialistas, e serviços de enfermagem; técnicos e enfermeiros de forma complementar (art. 199 da CF/88), ambos para atender a demanda de serviços da Secretaria Municipal de Saúde do município de José Gonçalves de Minas/MG, conforme especificações constantes no Termo de Referência Anexo I deste Edital","2025-04-08"
"030","2025","Inexigibilidade","Contratação direta, por inexigibilidade de licitação, de pessoa jurídica especializada no fornecimento do insumo laboratorial singeng max s-3, conforme as necessidades da secretaria municipal de saúde do municipio de josé gonçalves de minas-m","2025-04-08"
"029","2025","Pregão Eletrônico","Aquisição de combustíveis (Etanol hidratado, gasolina aditivada, diesel comum s-500, óleo diesel s-10 e arla 32), a fim de atender ás necessidades de abastecimento da frota municipal do município.","2025-04-10"
"028","2025","Chamada Pública","Chamada Pública para aquisição de Gêneros Alimentícios da Agricultura Familiar e do empreendedor familiar em atendimento ao Programa Nacional de Alimentação Escolar – PNAE no ano letivo de 2025","2025-04-30"
"027","2025","Inexigibilidade","Locação de imóvel para funcionamento do CENTRO DE ESPECIALIDADES atendendo as necessidades da Secretaria Municipal de Saúde de José Gonçalves de Minas/MG.","2025-03-13"
"026","2025","Pregão Eletrônico","Registro de preços para aquisição de material gráfico, para atender as demandas das secretarias municipais e órgãos pertencentes a prefeitura municipal de José Gonçalves de Minas – MG.","2025-03-14"
"025","2025","Pregão Eletrônico","Registro de preços para futura e eventual contratação de empresa especializada para prestação de serviços de arbitragem esportiva na modalidade futebol (campo e futsal), para atender as necessidades da secretaria municipal de esporte, cultura lazer e turismo do município de josé gonçalves de minas/mg.","2025-04-04"
"024","2025","Pregão Eletrônico","Registro de preços para futura e eventual contratação de empresa especializada em fornecimento de cilindros e recargas de cilindros de oxigênio medicinal com fluxômetro, válvula e régua conforme demanda da secretaria municipal de saúde de josé gonçalves de minas/mg","2025-04-03"
"023","2025","Inexigibilidade","Credenciamento de pessoa jurídica ou pessoa física visando a contratação de artistas nas categorias de cantor(a), dupla e bandas de renome local/regional pequeno e médio porte para apresentações musicais, em diferentes estilos, bem como locução para atender os eventos e festividades realizadas e apoiadas pelo município de José Gonçalves de Minas/MG","2025-03-13"
"022","2025","Inexigibilidade","Contratação do profissional artístico NANDO MORENO por meio da empresa NOVOS TEMPOS PRODUÇÕES ARTÍSTICAS para realização de show musical no dia 29 de março de 2025, a realizar-se na praça pública José Lago de Mendonça em comenoração ao tradicional aniversário de emancipação do município de José Gonçalves de Minas-MG","2025-03-13"
"021","2025","Adesão à Ata","Adesão de Ata de Registro de preços nº 102/2024 - Processo Licitatório nº 037/2024 - do Pregão Eletrônico Para Registro de Preços 016/2024do Município de Santana do Paraiso/MG,  para aquisição de duas vans de acordo com as Resoluções: Resolução 9.797/2024  e RESOLUÇÃO SES Nº 9.914/2024. Aquisição de uma    ambulância, Simples Remoção (Tipo A) de acordo com a DELIBERAÇÃO CIB-SUS/MG Nº 4.663/2024 pera Secretaria Municipal de Saúde no município de José Gonçalves de Minas.","2025-03-11"
"020","2025","Inexigibilidade","Locação de imóvel para funcionamento do ALMOXARIFADO, atendendo as necessidades da Secretaria Municipal de Saúde de José Gonçalves de Minas/MG.","2025-02-28"
"019","2025","Inexigibilidade","Locação de imóvel com espaços adequados para funcionamento dos serviços de atendimento da Secretaria Municipal de Assistência Social, Habitação e Trabalho da Prefeitura Municipal de José Gonçalves de Minas.","2025-08-29"
"018","2025","Inexigibilidade","Locação de imóvel com espaços adequados para atender para atender as oficinas do Serviço de Convivência e Fortalecimento de Vínculos-SCFV, referenciado ao CRAS conforme necessidade da Secretaria Municipal de Assistência Social, Habitação e Trabalho, da Prefeitura Municipal de José Gonçalves de Minas.","2025-02-28"
"017","2025","Contratatação direta","Contratação de empresa especializada em fornecimento de pneus novos, para manutenção da frota de veículos do município de josé gonçalves de minas/mg, nas quantidades e exigências estabelecidas neste instrumento, realizado através de dispensa de licitação.","2025-03-06"
"016","2025","Pregão Eletrônico","Registro de Preço para futura e eventual contratação de empresa para locação e instalação de infraestrutura para eventos e festividades a serem realizados pelo Município de José Gonçalves de Minas/MG.","2025-03-05"
"015","2025","Contratatação direta","Contratação de prestação de serviços técnico-especializados de assessoria e consultoria em planejamento e gestão nos procedimentos de compras, licitações e contratações públicas bem como capacitação para os servidores responsáveis pelos procedimentos de compras municipal","2025-03-12"
"014","2025","Inexigibilidade","Contratação de empresa especializada na prestação de serviços de pesquisa e comparação de preços no sistema online do Banco de Preços com base nos preços praticados pela administração pública referente aos resulados de licitação adjudicados e homologados.","2025-02-26"
"013","2025","Credenciamento","Credenciamento de empresa especializada para prestação de serviços de máquinas pesadas e caminhões, inclusas as despesas com operadores e/ou motoristas, com encargos sociais, as despesas com a manutenção dos equipamentos, incluindo combustíveis e lubrificantes e demais despesas para manutenção dos serviços municipais, conforme especificações constantes no Termo de Referência Anexo I deste Edital","2025-02-27"
"012","2025","Dispensa","Contratação de empresa especializada na prestação de serviços de digitalização do acervo documental desta prefeitura municipal e a indexação de documentos com a utilização de software de tratamento de imagem e geração de arquivos em formato PDF pesquisável, com armazenamento em nuvem e treinamento inclusos.","2025-02-26"
"011","2025","Pregão Eletrônico","Registro de preços para futura e eventual aquisição de materiais de construção civil, atendendo as necessidades da secretaria municipal obras.","2025-03-06"
"010","2025","Credenciamento","Credenciamento de pessoa jurídica ou pessoa física para execução de serviços terceirizados/fornecimento de mão de obra nas áreas de serviços de limpeza, mecânicos, construção, conservação e manutenção de equipamentos, sistema de abastecimento de água, vias, praças, canteiros, espaços e prédios públicos e logradouros em geral, no perímetro urbano e rural do município de José Gonçalves de Minas/MG","2025-02-11"
"009","2025","Credenciamento","Credenciamento de empresa especializada para a prestação de serviço de transporte escolar de alunos da rede municipal e estadual de ensino do município de José Gonçalves de Minas/MG.","2025-02-07"
"008","2025","Dispensa","Contratação de empresa para Locação de Estrutura (Palco, Iluminação, Sonorização, Painel de Led e Grid), para os festejos na Comunidade de Catutiba nos dias 01 e 02 de fevereiro de 2025.","2025-01-31"
"007","2025","Inexigibilidade","CONTRATAÇÃO DE SHOW ARTITISCO DE EDMILSON BATISTA PARA A TRADICIONAL FESTA DE SÃO BRÁS, A REALIZAR-SE NO DIA 01 DE FEVEREIRO DE 2025 NO POVOADO DE CATUTIBA, MUNICÍPIO DE CIDADE DE JOSÉ GONÇALVES DE MINAS – MG","2025-01-27"
"006","2025","Inexigibilidade","Contratação de sistema/software para orçamentação eletrônica de peças de máquinas pesadas, motocicletas, veículos e caminhões, destinadas a manutenção e recuperação da frota de veículos e máquinas da administração municipal com treinamento incluso.","2025-01-22"
"005","2025","Dispensa","Contratação de empresa para prestação dos serviços de Elaboração, atualização, manutenção, migração de conteúdo, backup de plataforma anterior, hospedagem do website oficial e Portal da Transparência (SICOM), Criação e manutenção dos e-mails Institucionais do município de José Gonçalves de Minas/MG.","2025-01-15"
"004","2025","Dispensa","Contratação do CONSÓRCIO INTERMUNICIPAL DE SAÚDE DO ALTO JEQUITINHONHA-CISAJE, para a prestação de serviços médicos, na área de assistência à saúde pública, em nível ambulatorial...","2025-01-16"
"003","2025","Inexigibilidade","Locação de imóvel destinado para ao funcionamento do Conselho Tutelar no município de José Gonçalves de Minas-MG.","2025-01-14"
"002","2025","Inexigibilidade","Contratação de show artitisco o garanhão do forró para a festa de santa rita de cássia na comunidade de santa rita, no município de José Gonçalves de Minas-MG","2025-01-09"
"001","2025","Dispensa","ontratação de empresa para Locação de Estrutura (Palco, Iluminação, Sonorização, Painel de Led, Gerador e Grid), para os festejos na Comunidade de Santa Rita nos dias 11 e 12 de Janeiro de 2025","2025-01-07"
"053","2024","Compra direta","Contratação de empresa especializada para Prestação de serviços de manutenção de veículo automotor (inclusos peças de reposição e hora/homem mecânica pesada) para VAN MASTER GRAND FURGÃO placa: RHV5A42, Sec. Mun. de Saúde de José Gonçalves de Minas/MG.","2024-12-20"
"043","2024","Pregão Eletrônico","Registro de preços, pelo período de 12 meses, para futura e eventual contratação de empresa especializada no gerenciamento da frota de veículos do Município de José Gonçalves de Minas - MG","2025-06-16"
"038","2024","Pregão Eletrônico","REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, PARA ATENDER AS DEMANDAS DAS SECRETARIAS MUNICIPAIS QUE COMPÕEM A PREFEITURA MUNICIPAL DE JOSÉ GONÇALVES DE MINAS – MG.","2024-08-19"
"036","2024","Inexigibilidade","contratação de show artitisco da banda kit ilusão para a tradicional festa de nossa senhora aparecida a realizar-se no dia 26 de outubro de 2024 no povoado de Ijicatu - José Gonçalves de Minas – MG","2024-09-11"
"035","2024","Pregão Eletrônico","Registro de preços para futura e eventual aquisição de Motobombas, Painéis de Comando entre outras peças e Materiais para o sistema de abastecimento de água das comunidades Rurais do Município, atendendo as necessidades da Secretaria Municipal Obras.","2024-09-11"
"034","2024","Pregão Eletrônico","Registro de Preços para contratação de empresas para prestação de serviços de locação de veículos leves e pesados para atender às necessidade","2024-09-16"
"033","2024","Inexigibilidade","Contratação de show artístico de Gusttavo Oliveira para a tradicional festa de nossa senhora aparecida, a realizar-se no dia 11 de outubro de 2024 na cidade de José Gonçalves de Minas/MG","2024-08-21"
"032","2024","Dispensa","Aquisição de 01 (um) Suporte para big-bag (elevador de carga), destinado atender as necessidades do departamento de meio ambiente da secretaria municipal de agricultura meio ambiente e desenvolvimento urbano de José Gonçalves de Minas","2024-08-16"
"031","2024","Pregão Eletrônico","Registro de preços para futura e eventual aquisição de materiais didáticos, pedagógicos, escolares, expediente, brinquedos, lojas e artigos têxteis para manutenção da Secretarias Municipais.","2024-08-13"
"030","2024","Inexigibilidade","Contratação de show artitisco do cantor Japãozin para a tradicional festa de nossa senhora aparecida a realizar-se no dia 11 de outubro de 2024 na cidade de JoAsé Gonçalves de Minas-MG","2024-07-29"
"029","2024","Inexigibilidade","Contratação de show artístico do cantor Washington Brasileiro para a tradicional festa de nossa senhora aparecida a realiza-se no dia 12 de outubro de 2024 na cidade de José Gonçalves de Minas-MG","2024-07-19"
"027","2024","Dispensa","Contratação de empresa especializada em ministrar aulas de coral e fanfarra, nas áreas culturais, atendendo às necessidades do espaço cultural, órgão pertencente a prefeitura municipal de José Gonçalves de Minas/MG","2024-07-29"
"026","2024","Dispensa","Contratação de empresa para prestação do Serviço de Outsourcing de Impressão, contemplando instalação de impressoras multifuncionais, monocromática (preto e branco), policromática (colorida), com provimento de todos os suprimentos originais, toner, componentes, insumos originais, manutenção preventiva e corretiva e suporte, exceto papel","2024-07-18"
"025","2024","Dispensa","Contratação de pessoa jurídica para prestamento de serviço de assessoria e consultoria na área de projetos, acompanhamento e prestação de contas dos recursos oriundos de órgãos da esfera estadual e federal, junto à secretaria de educação do município","2024-07-01"
"024","2024","Dispensa","Aquisição de 01 (um) veículo (motocicleta), destinado atender as necessidades do departamento de meio ambiente da secretaria municipal de agricultura meio ambiente e desenvolvimento urbano de José Gonçalves de Minas","2024-06-28"
"023","2024","Dispensa","Aquisição de toner/cartuchos para impressoras conforme a necessidade das secretarias e setores da administração pública do município de josé gonçalves de minas","2024-06-26"
"020","2024","Pregão Eletrônico","Aquisição de equipamentos sendo: Prensa Enfardadeira vertical, Balança Eletrônica 300 Kg, Moinho triturador de vidro e Elevador para Fardos, conforme descriminado no Termo de Referência para atender as necessidades da coleta seletiva do município de José Gonçalves de Minas.","2024-06-27"
"019","2024","Concorrência","Contratação de Empresa Especializada para execução de Pavimentação em vias públicas rurais do município de José Gonçalves de Minas/MG, conforme proposta nº 056345/2023 CONTRATO DE REPASSE Nº948565/2023/MIDR/CAIXA.","2024-06-18"
"018","2024","Pregão Eletrônico","Registro de preços para aquisição de uniformes personalizados, a fim de atender às necessidades das secretarias municipais da prefeitura de José Gonçalves de Minas-MG","2024-06-19"
"017","2024","Credenciamento","Credenciamento de empresas ou entidades especializadas para a realização de exames laboratoriais de análises clínicas, ao preço da tabela SUS MUNICIPAL, para os pacientes do Município de José Gonçalves de Minas - MG","2024-05-22"
"015","2024","Dispensa","Contratação de empresa especializada para prestação de serviços de organização, planejamento e realização de processo seletivo simplificado da prefeitura municipal de José Gonçalves de Minas – MG","2024-05-07"
"014","2024","Pregão Eletrônico","Registro de Preços para Contratação de empresa para fornecimento de alimentação escolar (merenda) com entrega parcelada em cronograma fornecido pela Secretaria Municipal de Educação, para atender os estudantes matriculados na rede municipal de educação do Município de José Gonçalves de Minas.","2024-05-22"
"011","2024","Pregão Eletrônico","Registro de Preços para aquisição de gêneros Alimentícios relacionados a padarias e lanchonetes para atendimento das SECRETARIAS E SETORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL no Município de José Gonçalves de Minas/MG.","2024-05-20"
"009","2024","Pregão Eletrônico","Contratação e empresa para prestação de serviços de transporte escolar, objetivando transmover alunos da rede municipal e estadual de ensino, para atender as demandas da secretaria municipal de educação do município de José Gonçalves de Minas/MG,","2024-05-06"
"007","2024","Pregão Eletrônico","Registro de Preços para Aquisição de combustível (Etanol Hidratado, Gasolina Aditivada, Gasolina Comum, Diesel Comum s-500 e óleo diesel S-10), a fim de atender às necessidades de abastecimento da Frota Municipal de José Gonçalves de Minas – MG.","2024-04-10"
"003","2024","Dispensa","Contratação de empresa especializada na prestação de serviços específicos de saúde e segurança do trabalho (sst), nas áreas de engenharia de segurança e medicina do trabalho para o comprimento das obrigações dispostas pelo e-social, atendendo as necessida","2024-02-28"
"002","2024","Inexigibilidade","Contratação de show gospel com Gislaine e Mylena para apresentação no dia 22 de março de 2024 para comemoração do ""dia do evangelico"", conforme lei municipal 223/2011, concomitante ao 28º aniversário da cidade","2024-02-26"
"001","2024","Inexigibilidade","Contratação de Shows artísticos para o 28º aniversário da cidade de José Gonçalves de Minas.","2024-02-23"
"104","2023","Pregão Presencial","Registro de Preços para futura e eventual aquisição de PNEUS, CÂMARA DE AR e PROTETORES NOVOS, para atender a frota de veículos e máquinas do Município de José Gonçalves de Minas/MG","2023-12-05"
"074","2023","Tomada de Preço","alçamento de 2.127,41 m² em bloquete -E=8 CM- FCK=35MPA, execução de 931,00 m de sarjeta de concreto urbano (scu), tipo 1, com FCK 15 MPA, largura de 50 cm com inclinação de 3% e instalação de 931 m de meio-fio, em concreto com FCK 15MPA, pré- moldado, MFC-01 padrão DEER-MG,","2023-08-28"
"063","2023","Tomada de Preço","Contratação de empresa especializada para REFORMA NA QUADRA POLIESPORTIVA de Ijicatu no Município de José Gonçalves de Minas/MG","2023-06-29"
"060","2023","Pregão Eletrônico","Aquisição de Motocicleta que deverá ser utilizado para transporte de equipe do setor de vigilância epidemiológica, para o fortalecimento das ações de prevenção e promoção da Vigilância Epidemiológica de acordo com a RESOLUÇÃO SES/MG N° 7.733","2023-06-19"
"055","2023","Pregão Eletrônico","Aquisição de Motocicleta que deverá ser utilizado para transporte de equipe do setor de vigilância epidemiológica, para o fortalecimento das ações de prevenção e promoção da Vigilância Epidemiológica de acordo com a RESOLUÇÃO SES/MG N° 7.733","2023-05-16"
"053","2023","Pregão Eletrônico","Aquisição de mobiliário e/ou equipamento escolar, destinados ao atendimento de alunos matriculados em escolas da rede municipal de ensino, conforme descrito no plano de aplicação de recursos.","2023-05-12"
"044","2023","Pregão Eletrônico","Aquisição de equipamentos e materiais permanentes em atendimento a resolução 8095/2022 da secretaria municipal de saúde do município de josé gonçalves de minas-mg","2023-04-14"
"015","2023","Tomada de Preço","Contratação de empresa especializada para pavimentação em bloquetes e manilhamento na comunidade de santa rita, no município de josé gonçalves de minas/mg","2023-03-03"
"000","2023","Tomada de Preço","Pavimentação em Bloquetes de vias do município de José Gonçalves De Minas.","2023-01-17"
